Experiment ,Treatment,Replicate,Day,Humidity,Population
2,Xa of XpXa,2,Day 9,Low,5.459522059
2,Xa of XpXa,3,Day 9,Low,4.389719678
2,Xa of XpXa,1,Day 14,Low,3.483854637
2,Xa of XpXa,2,Day 14,Low,3.026328939
2,Xa of XpXa,3,Day 14,Low,2.712333966
2,Xa of XpPcXa,1,Day 0,Low,3.176091259
2,Xa of XpPcXa,2,Day 0,Low,2.273001272
2,Xa of XpPcXa,3,Day 0,Low,1.670941281
2,Xa of XpPcXa,1,Day 3,Low,3.397940009
2,Xa of XpPcXa,2,Day 3,Low,3.193820026
2,Xa of XpPcXa,3,Day 3,Low,4.051152522
2,Xa of XpPcXa,1,Day 6,Low,3.361137361
2,Xa of XpPcXa,2,Day 6,Low,5.087364695
2,Xa of XpPcXa,3,Day 6,Low,4.638092369
2,Xa of XpPcXa,1,Day 9,Low,4.770717934
2,Xa of XpPcXa,2,Day 9,Low,5.290730039
2,Xa of XpPcXa,3,Day 9,Low,2.971971276
2,Xa of XpPcXa,1,Day 14,Low,2.235212711
2,Xa of XpPcXa,2,Day 14,Low,2.926213786
2,Xa of XpPcXa,3,Day 14,Low,3.085914629
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
